farmer_id,farmer_name,national_id,province,region,district,cooperative,farm_size_rai,primary_crop,registration_date,status,phone
FRM-0232,ชาญชัย พลัง,3078276326388,ตรัง,ภาคใต้,อ.เมือง,สหกรณ์ชาวสวนยางระยอง จำกัด,162.39,มันสำปะหลัง,2019-03-12,ใช้งาน,0870585008
FRM-0233,มณีรัตน์ มีสุข,3935897420555,พิษณุโลก,ภาคเหนือ,อ.ป่าซาง,สหกรณ์การเกษตรขอนแก่น จำกัด,54.75,ข้าวนาปี,2022-08-17,ใช้งาน,0980957825
FRM-0234,สมชาย มีสุข,5299315040189,เพชรบูรณ์,ภาคเหนือ,อ.เมือง,สหกรณ์การเกษตรลำปาง จำกัด,75.98,ข้าวฟ่าง,2018-12-17,ใช้งาน,0809492837
FRM-0235,จันทร์ เจริญสุข,5773082776804,ยะลา,ภาคใต้,อ.เมือง,สหกรณ์การเกษตรสุพรรณบุรี จำกัด,77.7,ลำไย,2021-04-11,ใช้งาน,0814139072
FRM-0236,ปิยะ ทองดี,9185679347574,บุรีรัมย์,ภาคตะวันออกเฉียงเหนือ,อ.ป่าซาง,สหกรณ์การเกษตรสงขลา จำกัด,68.82,ลำไย,2018-09-02,ใช้งาน,0899031036
FRM-0237,สุนิสา พลัง,5267577076325,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,อ.วังเหนือ,สหกรณ์ชาวสวนยางระยอง จำกัด,120.38,ลิ้นจี่,2019-10-26,ไม่ใช้งาน,0852458307
FRM-0238,กิตติ ใจดี,1171271263926,ปัตตานี,ภาคใต้,อ.ป่าซาง,สหกรณ์การเกษตรเชียงราย จำกัด,152.99,ปาล์มน้ำมัน,2018-03-01,ใช้งาน,0995210301
FRM-0239,จันทร์ เจริญสุข,3508247841048,ชัยนาท,ภาคกลาง,อ.ป่าซาง,สหกรณ์การเกษตรนครราชสีมา จำกัด,13.56,ข้าวโพดเลี้ยงสัตว์,2016-04-17,ใช้งาน,0939521802
FRM-0240,มาลี เพชรดี,9890992802822,จันทบุรี,ภาคตะวันออก,อ.บ้านโฮ่ง,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,19.59,ทุเรียน,2020-08-24,ใช้งาน,0977823436
FRM-0241,เอกชัย พันธ์ดี,7914041861339,อุทัยธานี,ภาคเหนือ,อ.ป่าซาง,สหกรณ์ชาวสวนยางระยอง จำกัด,93.29,ข้าวโพดเลี้ยงสัตว์,2018-05-09,ใช้งาน,0854415256
FRM-0242,วิทยา ดีงาม,6525329634132,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,อ.วังเหนือ,สหกรณ์การเกษตรนครราชสีมา จำกัด,109.51,สับปะรด,2016-03-04,ใช้งาน,0882760722
FRM-0243,วิทยา ทรัพย์มา,6354475833941,สุราษฎร์ธานี,ภาคใต้,อ.แม่ทะ,สหกรณ์การเกษตรเชียงราย จำกัด,46.93,กาแฟ,2019-02-03,ใช้งาน,0824484777
FRM-0244,สุดา โชคดี,5575423681338,หนองคาย,ภาคตะวันออกเฉียงเหนือ,อ.บ้านโฮ่ง,สหกรณ์การเกษตรเชียงราย จำกัด,190.66,กาแฟ,2020-07-17,ใช้งาน,0947671952
FRM-0245,ชาญชัย ศรีสุข,2082383113193,หนองคาย,ภาคตะวันออกเฉียงเหนือ,อ.บ้านโฮ่ง,สหกรณ์การเกษตรขอนแก่น จำกัด,43.64,ปาล์มน้ำมัน,2016-08-04,ใช้งาน,0969194209
FRM-0246,ประสิทธิ์ ดวงดี,2615460858786,สุโขทัย,ภาคเหนือ,อ.ป่าซาง,สหกรณ์การเกษตรนครราชสีมา จำกัด,13.33,ลิ้นจี่,2019-02-01,ใช้งาน,0954050866
FRM-0247,วรากร โชคดี,4038374386293,ปราจีนบุรี,ภาคตะวันออก,อ.ป่าซาง,สหกรณ์การเกษตรสุราษฎร์ธานี จำกัด,182.12,มันสำปะหลัง,2021-08-01,ใช้งาน,0839897940
FRM-0248,ทองสุข เจริญสุข,2071504278887,แพร่,ภาคเหนือ,อ.เมือง,สหกรณ์การเกษตรสงขลา จำกัด,79.69,ปาล์มน้ำมัน,2018-11-10,ใช้งาน,0941147136
FRM-0249,อาทิตย์ พิมพา,7053690602618,หนองคาย,ภาคตะวันออกเฉียงเหนือ,อ.แม่ทะ,สหกรณ์การเกษตรอุบลราชธานี จำกัด,67.71,มันสำปะหลัง,2015-07-26,ใช้งาน,0885598045
FRM-0250,บุญมา ทองแดง,2761622174717,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,อ.บ้านโฮ่ง,สหกรณ์การเกษตรสุราษฎร์ธานี จำกัด,56.97,กาแฟ,2015-05-02,ใช้งาน,0997853075
FRM-0251,วรากร มั่งมี,4097417507919,แม่ฮ่องสอน,ภาคเหนือ,อ.บ้านโฮ่ง,สหกรณ์การเกษตรสุพรรณบุรี จำกัด,67.01,อ้อย,2018-10-28,ใช้งาน,0958796349
FRM-0252,กมลา เพชรดี,4315492996931,ลำพูน,ภาคเหนือ,อ.วังเหนือ,สหกรณ์การเกษตรอุบลราชธานี จำกัด,65.27,ลิ้นจี่,2020-10-19,ใช้งาน,0815077477
FRM-0253,บุญมา ใจดี,4545985707958,เลย,ภาคตะวันออกเฉียงเหนือ,อ.บ้านโฮ่ง,สหกรณ์ชาวสวนยางระยอง จำกัด,144.8,ข้าวฟ่าง,2018-01-17,ใช้งาน,0886862711
FRM-0254,กมลา เกษตรดี,7571611483744,แม่ฮ่องสอน,ภาคเหนือ,อ.วังเหนือ,สหกรณ์การเกษตรสุพรรณบุรี จำกัด,24.7,มันสำปะหลัง,2015-03-19,ใช้งาน,0842279626
FRM-0255,นภา ฤทธิ์ไกร,7278327323474,ปราจีนบุรี,ภาคตะวันออก,อ.บ้านโฮ่ง,สหกรณ์การเกษตรสุพรรณบุรี จำกัด,163.82,ปาล์มน้ำมัน,2022-11-11,ใช้งาน,0984817393
FRM-0256,สมชาย ฤทธิ์ไกร,4199889718347,กรุงเทพมหานคร,ภาคกลาง,อ.แม่ทะ,สหกรณ์ชาวสวนยางระยอง จำกัด,184.6,ทุเรียน,2017-03-24,ใช้งาน,0951813738
FRM-0257,ประสิทธิ์ แสงงาม,3952014854629,พิจิตร,ภาคเหนือ,อ.เมือง,สหกรณ์ชาวสวนยางระยอง จำกัด,92.09,มันสำปะหลัง,2022-03-11,ใช้งาน,0986073037
FRM-0258,สมพงษ์ พลัง,1846114059849,ตาก,ภาคเหนือ,อ.วังเหนือ,สหกรณ์การเกษตรลำปาง จำกัด,147.85,ข้าวหอมมะลิ,2020-05-26,ใช้งาน,0932360688
FRM-0259,สมพงษ์ รุ่งโรจน์,4967206145680,ราชบุรี,ภาคกลาง,อ.บ้านโฮ่ง,สหกรณ์การเกษตรลำปาง จำกัด,19.37,กาแฟ,2020-09-13,ใช้งาน,0805389647
FRM-0260,รัตนา รักษ์ดี,7605178369716,สิงห์บุรี,ภาคกลาง,อ.บ้านโฮ่ง,สหกรณ์การเกษตรนครราชสีมา จำกัด,111.67,ข้าวฟ่าง,2019-02-03,ไม่ใช้งาน,0890717918
FRM-0261,วิทยา ดำรง,8640273313499,ชุมพร,ภาคใต้,อ.บ้านโฮ่ง,สหกรณ์การเกษตรเชียงราย จำกัด,24.75,ข้าวโพดเลี้ยงสัตว์,2015-07-21,ไม่ใช้งาน,0909865227
FRM-0262,สุนิสา แสงงาม,1872290316859,ยะลา,ภาคใต้,อ.วังเหนือ,สหกรณ์การเกษตรสุพรรณบุรี จำกัด,112.18,ลิ้นจี่,2019-11-10,ใช้งาน,0896859277
FRM-0263,ยุทธนา มงคล,9450778577307,เชียงราย,ภาคเหนือ,อ.บ้านโฮ่ง,สหกรณ์การเกษตรนครราชสีมา จำกัด,10.02,ข้าวหอมมะลิ,2021-02-10,ใช้งาน,0821994553
FRM-0264,ปิยะ พิมพา,5662878661585,นครศรีธรรมราช,ภาคใต้,อ.เมือง,สหกรณ์การเกษตรอุบลราชธานี จำกัด,80.57,ยางพารา,2016-05-26,ใช้งาน,0899160505
FRM-0265,ชัยวัฒน์ ดีงาม,4978271013961,สุรินทร์,ภาคตะวันออกเฉียงเหนือ,อ.ป่าซาง,สหกรณ์การเกษตรสุพรรณบุรี จำกัด,17.02,สับปะรด,2022-01-09,ใช้งาน,0825958413
FRM-0266,ดวงดาว แสงงาม,2071824558815,สุโขทัย,ภาคเหนือ,อ.วังเหนือ,สหกรณ์การเกษตรอุบลราชธานี จำกัด,86.63,ลำไย,2020-09-14,ใช้งาน,0927459701
FRM-0267,ปิยะ ดาวเรือง,9830601918321,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,อ.แม่ทะ,สหกรณ์การเกษตรอุบลราชธานี จำกัด,161.09,มังคุด,2022-05-03,ไม่ใช้งาน,0839580179
FRM-0268,ศิริ ทรัพย์มา,3217030876970,นครสวรรค์,ภาคเหนือ,อ.เมือง,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,20.28,มังคุด,2022-03-06,ใช้งาน,0968369755
FRM-0269,ประสิทธิ์ ทองดี,1218499873823,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,อ.แม่ทะ,สหกรณ์การเกษตรสุพรรณบุรี จำกัด,106.9,ปาล์มน้ำมัน,2019-06-24,ใช้งาน,0840169305
FRM-0270,สมพงษ์ ทรัพย์มา,5644624406250,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,อ.วังเหนือ,สหกรณ์การเกษตรลำปาง จำกัด,116.54,ลิ้นจี่,2016-02-19,ใช้งาน,0873930920
FRM-0271,นิตยา ฤทธิ์ไกร,1680330206615,ระยอง,ภาคตะวันออก,อ.วังเหนือ,สหกรณ์ชาวสวนยางระยอง จำกัด,139.65,ข้าวนาปรัง,2017-10-20,ใช้งาน,0872097563
FRM-0272,สุนิสา สาระ,5010936384370,นครปฐม,ภาคกลาง,อ.บ้านโฮ่ง,สหกรณ์การเกษตรสงขลา จำกัด,194.97,ลิ้นจี่,2015-06-27,ใช้งาน,0886132432
FRM-0273,มาลี ดวงดี,4717043869406,ยโสธร,ภาคตะวันออกเฉียงเหนือ,อ.วังเหนือ,สหกรณ์การเกษตรลำปาง จำกัด,153.1,กาแฟ,2021-10-21,ใช้งาน,0815087635
FRM-0274,ณรงค์ สุขใจ,4053846078851,ภูเก็ต,ภาคใต้,อ.บ้านโฮ่ง,สหกรณ์การเกษตรสุราษฎร์ธานี จำกัด,168.21,ข้าวโพดเลี้ยงสัตว์,2017-02-10,ใช้งาน,0813571903
FRM-0275,นฤมล ทองแดง,3181512989883,นนทบุรี,ภาคกลาง,อ.เมือง,สหกรณ์การเกษตรสุราษฎร์ธานี จำกัด,77.63,ทุเรียน,2018-05-12,ใช้งาน,0927394712
FRM-0276,สุชาติ พลัง,6012615064795,ยะลา,ภาคใต้,อ.เมือง,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,14.68,กาแฟ,2020-06-06,ใช้งาน,0857530706
FRM-0277,นงลักษณ์ มงคล,9336569738080,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,อ.บ้านโฮ่ง,สหกรณ์การเกษตรขอนแก่น จำกัด,122.22,ข้าวนาปรัง,2018-11-07,ใช้งาน,0963301067
FRM-0278,อาทิตย์ ดีงาม,4836488121562,ชัยนาท,ภาคกลาง,อ.วังเหนือ,สหกรณ์การเกษตรสงขลา จำกัด,137.05,กาแฟ,2019-07-13,ใช้งาน,0956897077
FRM-0279,มณีรัตน์ สีทอง,5971893011753,พิจิตร,ภาคเหนือ,อ.ป่าซาง,สหกรณ์การเกษตรนครราชสีมา จำกัด,98.94,ยางพารา,2015-09-22,ไม่ใช้งาน,0971958343
FRM-0280,ปรียา สาระ,3637918920151,อ่างทอง,ภาคกลาง,อ.แม่ทะ,สหกรณ์การเกษตรสุราษฎร์ธานี จำกัด,180.44,สับปะรด,2019-05-21,ใช้งาน,0961070213
FRM-0281,สมหญิง มงคล,5562524880607,ระยอง,ภาคตะวันออก,อ.วังเหนือ,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,80.71,ข้าวนาปรัง,2020-11-05,ใช้งาน,0953556470
FRM-0282,ธวัช โชคดี,9369967399799,ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,อ.ป่าซาง,สหกรณ์การเกษตรอุบลราชธานี จำกัด,63.54,ข้าวหอมมะลิ,2020-12-23,ใช้งาน,0949853569
FRM-0283,ชาญชัย พลัง,4908803779182,สุรินทร์,ภาคตะวันออกเฉียงเหนือ,อ.ป่าซาง,สหกรณ์การเกษตรสุราษฎร์ธานี จำกัด,150.12,มันสำปะหลัง,2019-02-16,ใช้งาน,0888937266
FRM-0284,นฤมล วงศ์งาม,9276907846961,นครปฐม,ภาคกลาง,อ.เมือง,สหกรณ์การเกษตรสุพรรณบุรี จำกัด,118.16,ทุเรียน,2019-10-10,ใช้งาน,0852222454
FRM-0285,เกษม สาระ,1950962054574,พังงา,ภาคใต้,อ.บ้านโฮ่ง,สหกรณ์การเกษตรขอนแก่น จำกัด,198.51,ยางพารา,2016-11-13,ใช้งาน,0952848111
FRM-0286,นภา เกษตรดี,9577396772706,สงขลา,ภาคใต้,อ.ป่าซาง,สหกรณ์การเกษตรขอนแก่น จำกัด,66.12,ข้าวนาปรัง,2017-06-28,ใช้งาน,0873424576
FRM-0287,วิทยา พิมพา,2549537237858,มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,อ.บ้านโฮ่ง,สหกรณ์การเกษตรสุพรรณบุรี จำกัด,89.57,ปาล์มน้ำมัน,2017-10-25,ใช้งาน,0928151160
FRM-0288,อนันต์ พลัง,1314351133374,กาญจนบุรี,ภาคกลาง,อ.เมือง,สหกรณ์การเกษตรสุราษฎร์ธานี จำกัด,49.12,ข้าวฟ่าง,2015-01-18,ใช้งาน,0834609599
FRM-0289,สุนิสา รักษ์ดี,6244351427251,พิจิตร,ภาคเหนือ,อ.ป่าซาง,สหกรณ์การเกษตรลำปาง จำกัด,146.93,ทุเรียน,2021-09-19,ใช้งาน,0916411123
FRM-0290,อนันต์ รักษ์ดี,1336740003028,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,อ.บ้านโฮ่ง,สหกรณ์การเกษตรสุราษฎร์ธานี จำกัด,146.8,ข้าวหอมมะลิ,2020-08-12,ใช้งาน,0805882298
FRM-0291,ปรียา ทรัพย์มา,7597230241351,พังงา,ภาคใต้,อ.ป่าซาง,สหกรณ์การเกษตรอุบลราชธานี จำกัด,126.51,ทุเรียน,2017-02-12,ไม่ใช้งาน,0977696196
FRM-0292,ลัดดา เจริญสุข,7689172395203,พิจิตร,ภาคเหนือ,อ.เมือง,สหกรณ์การเกษตรอุบลราชธานี จำกัด,54.28,อ้อย,2015-01-23,ใช้งาน,0986614189
FRM-0293,สมพงษ์ โชคดี,5748173573236,เชียงใหม่,ภาคเหนือ,อ.แม่ทะ,สหกรณ์การเกษตรสุพรรณบุรี จำกัด,141.64,ปาล์มน้ำมัน,2019-07-22,ใช้งาน,0828162700
FRM-0294,สมพงษ์ พิมพา,7297288235687,ภูเก็ต,ภาคใต้,อ.วังเหนือ,สหกรณ์การเกษตรสงขลา จำกัด,36.27,ลำไย,2016-05-04,ใช้งาน,0855752428
FRM-0295,สมชาย โชคดี,3622052211225,ชุมพร,ภาคใต้,อ.เมือง,สหกรณ์การเกษตรอุบลราชธานี จำกัด,19.63,อ้อย,2020-04-01,ใช้งาน,0868690512
FRM-0296,นฤมล มีสุข,7336324738142,เลย,ภาคตะวันออกเฉียงเหนือ,อ.ป่าซาง,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,149.02,ข้าวนาปี,2022-05-09,ใช้งาน,0812318259
FRM-0297,วิทยา ชูชื่น,5718544731900,เชียงใหม่,ภาคเหนือ,อ.เมือง,สหกรณ์ชาวสวนยางระยอง จำกัด,163.92,ข้าวหอมมะลิ,2017-11-21,ใช้งาน,0907441351
FRM-0298,บุญมา ทรัพย์มา,2989286167234,สงขลา,ภาคใต้,อ.บ้านโฮ่ง,สหกรณ์การเกษตรเชียงราย จำกัด,196.41,กาแฟ,2019-07-23,ใช้งาน,0911676588
FRM-0299,วรากร เกษตรดี,9496006471850,ชุมพร,ภาคใต้,อ.วังเหนือ,สหกรณ์การเกษตรนครราชสีมา จำกัด,178.08,ลิ้นจี่,2022-03-20,ใช้งาน,0870226169
FRM-0300,นิตยา ทองแดง,4940911719457,สิงห์บุรี,ภาคกลาง,อ.ป่าซาง,สหกรณ์การเกษตรอุบลราชธานี จำกัด,107.01,อ้อย,2015-12-28,ใช้งาน,0916191725
