shipment_id,warehouse_id,customer_id,crop_id,shipment_date,delivery_date,status,total_weight_kg,shipping_cost_thb,transport_mode,driver_name,vehicle_plate
SHP-009258,WH-013,CUS-0030,CRP-003,2024-10-31,2024-11-06,จัดส่งแล้ว,29668.63,73132.95,รถบรรทุก,อาทิตย์ เกษตรดี,งง-4029 กทม
SHP-009259,WH-011,CUS-0031,CRP-015,2022-04-27,2022-05-02,จัดส่งแล้ว,27037.35,60115.05,รถบรรทุก,ลัดดา โชคดี,งง-9070 กทม
SHP-009260,WH-015,CUS-0084,CRP-012,2024-10-30,,รอดำเนินการ,17533.0,19531.0,รถบรรทุก,สุชาติ วงศ์งาม,ฉฉ-4935 กทม
SHP-009261,WH-015,CUS-0051,CRP-009,2023-03-03,2023-03-16,จัดส่งแล้ว,841.38,1932.7,รถบรรทุก,นิตยา เจริญสุข,ขข-3912 กทม
SHP-009262,WH-014,CUS-0051,CRP-009,2021-03-22,2021-04-02,จัดส่งแล้ว,25842.76,17016.32,รถไฟ,สมพงษ์ ทองดี,ขข-1255 ชม
SHP-009263,WH-005,CUS-0108,CRP-011,2025-06-04,2025-06-09,จัดส่งแล้ว,9328.31,15283.87,รถไฟ,ดวงดาว เกษตรดี,งง-3848 สข
SHP-009264,WH-011,CUS-0105,CRP-007,2021-05-02,2021-05-07,ยกเลิก,9867.0,19107.51,รถบรรทุก,ศิริ มั่งมี,ขข-4856 ชม
SHP-009265,WH-002,CUS-0162,CRP-004,2025-09-06,2025-09-07,จัดส่งแล้ว,15797.04,16489.18,รถบรรทุก,รัตนา พันธ์ดี,ฉฉ-3499 กทม
SHP-009266,WH-001,CUS-0176,CRP-010,2021-04-13,2021-04-14,จัดส่งแล้ว,13643.98,16801.43,เรือ,วรากร วงศ์งาม,งง-4013 สข
SHP-009267,WH-011,CUS-0167,CRP-014,2025-08-17,2025-08-22,จัดส่งแล้ว,19133.32,19824.68,รถไฟ,สมชาย เกษตรดี,กก-7055 สง
SHP-009268,WH-008,CUS-0079,CRP-002,2024-08-11,2024-08-22,กำลังขนส่ง,18082.19,12359.1,เรือ,กิตติ บุญมา,ฉฉ-5282 สง
SHP-009269,WH-003,CUS-0098,CRP-011,2021-03-12,2021-03-25,จัดส่งแล้ว,19762.31,23753.1,รถไฟ,ชัยวัฒน์ สีทอง,ฉฉ-6511 ชม
SHP-009270,WH-013,CUS-0179,CRP-002,2022-11-17,2022-11-22,จัดส่งแล้ว,8049.08,6925.42,รถบรรทุก,สมบัติ แสงงาม,ชช-9628 กทม
SHP-009271,WH-013,CUS-0184,CRP-003,2021-11-14,2021-11-25,ยกเลิก,19447.49,32604.62,รถบรรทุก,เอกชัย ดีงาม,ฉฉ-4545 ชม
SHP-009272,WH-011,CUS-0106,CRP-001,2024-08-22,2024-08-23,จัดส่งแล้ว,22405.07,49733.41,รถบรรทุก,ทองสุข พันธ์ดี,ชช-9894 กทม
SHP-009273,WH-010,CUS-0128,CRP-005,2021-10-23,2021-10-30,ยกเลิก,22983.26,38972.6,รถไฟ,วิชัย เกษตรดี,ขข-5391 ขก
SHP-009274,WH-012,CUS-0063,CRP-008,2024-12-30,2025-01-01,กำลังขนส่ง,27240.47,57436.34,รถบรรทุก,บุญมา สีทอง,ฉฉ-2076 กทม
SHP-009275,WH-008,CUS-0185,CRP-014,2022-11-07,2022-11-21,จัดส่งแล้ว,18535.6,16414.77,รถบรรทุก,มณีรัตน์ สาระ,ขข-6864 สง
SHP-009276,WH-002,CUS-0136,CRP-014,2024-10-17,2024-10-21,จัดส่งแล้ว,756.71,1764.19,รถบรรทุก,สมพงษ์ สีทอง,ขข-6119 ขก
SHP-009277,WH-010,CUS-0185,CRP-007,2021-07-16,2021-07-26,จัดส่งแล้ว,9950.81,12537.76,เรือ,วิชัย ดำรง,งง-8497 สข
SHP-009278,WH-010,CUS-0025,CRP-007,2023-08-22,2023-08-27,จัดส่งแล้ว,5043.89,3423.13,เรือ,กิตติ เจริญสุข,ฉฉ-3985 กทม
SHP-009279,WH-002,CUS-0156,CRP-009,2023-04-29,2023-05-03,จัดส่งแล้ว,2710.37,3486.85,รถไฟ,วิทยา มั่งมี,งง-4632 กทม
SHP-009280,WH-012,CUS-0173,CRP-012,2023-05-22,2023-06-01,จัดส่งแล้ว,9474.88,17511.98,รถไฟ,ลัดดา ดวงดี,ขข-4794 สง
SHP-009281,WH-006,CUS-0107,CRP-002,2025-01-18,2025-01-22,จัดส่งแล้ว,2079.08,5113.4,รถบรรทุก,นงลักษณ์ มีสุข,ฉฉ-7304 สง
SHP-009282,WH-014,CUS-0109,CRP-002,2024-05-10,2024-05-18,จัดส่งแล้ว,21901.18,44239.07,รถบรรทุก,สายฝน ทองดี,กก-7880 สง
SHP-009283,WH-001,CUS-0175,CRP-012,2023-02-24,2023-02-25,จัดส่งแล้ว,20102.93,37124.04,รถบรรทุก,พิชัย ดำรง,ฉฉ-8492 สง
SHP-009284,WH-013,CUS-0157,CRP-015,2023-02-06,2023-02-11,ยกเลิก,8234.81,13301.68,รถบรรทุก,กมลา พิมพา,ชช-1803 ขก
SHP-009285,WH-009,CUS-0012,CRP-007,2024-02-25,2024-03-01,จัดส่งแล้ว,29927.19,51365.28,รถบรรทุก,ลัดดา พันธ์ดี,ชช-4783 ขก
SHP-009286,WH-015,CUS-0043,CRP-001,2022-07-29,2022-08-04,ยกเลิก,19896.77,19873.49,รถบรรทุก,ปรียา ทองดี,งง-1353 ขก
SHP-009287,WH-009,CUS-0032,CRP-004,2022-08-19,2022-08-21,ยกเลิก,8968.31,18906.79,เรือ,มาลี แสงงาม,ฉฉ-5106 ชม
SHP-009288,WH-015,CUS-0062,CRP-010,2024-09-17,2024-09-22,จัดส่งแล้ว,24176.42,32633.22,รถบรรทุก,ฉัตรชัย ทองดี,ขข-6136 กทม
SHP-009289,WH-001,CUS-0085,CRP-007,2024-08-06,2024-08-13,จัดส่งแล้ว,26333.27,19935.14,เรือ,นิตยา ดำรง,ชช-6090 สข
SHP-009290,WH-015,CUS-0183,CRP-008,2022-03-31,2022-04-08,จัดส่งแล้ว,28218.13,26548.74,เรือ,ปิยะ เพชรดี,กก-3281 สง
SHP-009291,WH-003,CUS-0199,CRP-005,2022-02-07,2022-02-13,จัดส่งแล้ว,13182.54,12165.9,เรือ,ศิริ ฤทธิ์ไกร,ขข-2566 กทม
SHP-009292,WH-007,CUS-0146,CRP-015,2022-10-15,2022-10-23,จัดส่งแล้ว,16277.51,17760.88,รถบรรทุก,สมชาย มงคล,ขข-7533 สข
SHP-009293,WH-013,CUS-0056,CRP-001,2023-01-08,2023-01-11,จัดส่งแล้ว,13739.0,24090.17,รถบรรทุก,ลัดดา วงศ์งาม,กก-3323 ขก
SHP-009294,WH-011,CUS-0191,CRP-005,2021-08-06,2021-08-09,จัดส่งแล้ว,24448.7,15031.19,รถไฟ,สมชาย มงคล,กก-1124 สข
SHP-009295,WH-011,CUS-0002,CRP-013,2023-11-28,2023-12-06,จัดส่งแล้ว,25111.31,30615.08,รถไฟ,สมหญิง เจริญสุข,ชช-7218 สข
SHP-009296,WH-004,CUS-0040,CRP-007,2025-06-04,2025-06-18,จัดส่งแล้ว,25586.47,46328.67,รถบรรทุก,ยุทธนา พลัง,กก-6994 สง
SHP-009297,WH-015,CUS-0033,CRP-001,2021-10-03,2021-10-15,จัดส่งแล้ว,20001.66,26833.26,รถบรรทุก,บุญมา ทองแดง,ชช-2943 ขก
SHP-009298,WH-007,CUS-0053,CRP-011,2024-10-22,2024-10-25,จัดส่งแล้ว,23720.42,17676.15,รถบรรทุก,สายฝน ทองแดง,ชช-5537 ขก
SHP-009299,WH-012,CUS-0087,CRP-015,2022-04-23,,รอดำเนินการ,27015.18,66740.72,รถบรรทุก,มณีรัตน์ รุ่งโรจน์,ขข-5791 ขก
SHP-009300,WH-005,CUS-0014,CRP-005,2025-12-16,2025-12-23,จัดส่งแล้ว,24031.19,46854.86,เรือ,ปรียา พันธ์ดี,กก-9383 สง
SHP-009301,WH-003,CUS-0103,CRP-009,2021-01-08,2021-01-14,จัดส่งแล้ว,10590.4,7782.5,รถบรรทุก,เกษม ศรีสุข,ชช-8457 ชม
SHP-009302,WH-011,CUS-0037,CRP-009,2021-09-05,2021-09-19,จัดส่งแล้ว,2122.06,1827.04,รถบรรทุก,ลัดดา สมบูรณ์,กก-4946 ชม
SHP-009303,WH-012,CUS-0148,CRP-001,2023-12-16,2023-12-20,จัดส่งแล้ว,17838.43,20339.64,เรือ,ดวงดาว ฤทธิ์ไกร,กก-1167 สข
SHP-009304,WH-005,CUS-0193,CRP-005,2022-07-18,2022-07-21,กำลังขนส่ง,3643.85,5539.29,เรือ,จักรกฤษณ์ ใจดี,ฉฉ-8897 กทม
SHP-009305,WH-002,CUS-0160,CRP-002,2024-03-02,2024-03-03,กำลังขนส่ง,3880.81,3913.14,รถบรรทุก,สุดา รุ่งโรจน์,ฉฉ-9651 ชม
SHP-009306,WH-005,CUS-0151,CRP-008,2022-08-24,2022-08-29,จัดส่งแล้ว,17475.41,9663.2,รถบรรทุก,สมพงษ์ วงศ์งาม,ฉฉ-5836 สข
SHP-009307,WH-014,CUS-0167,CRP-014,2023-08-29,2023-09-09,จัดส่งแล้ว,21948.55,43605.85,รถบรรทุก,วีระ มั่งมี,กก-7723 ขก
SHP-009308,WH-001,CUS-0136,CRP-008,2025-07-11,2025-07-25,จัดส่งแล้ว,14493.62,29577.8,รถบรรทุก,ปรียา ดำรง,งง-6879 ขก
SHP-009309,WH-010,CUS-0145,CRP-011,2022-11-01,2022-11-12,จัดส่งแล้ว,18088.58,37077.64,รถบรรทุก,ศิริ ชูชื่น,งง-3609 ขก
SHP-009310,WH-011,CUS-0043,CRP-014,2025-06-22,2025-07-04,จัดส่งแล้ว,9841.59,6452.13,รถบรรทุก,วิชัย รุ่งโรจน์,ขข-2248 ชม
SHP-009311,WH-013,CUS-0004,CRP-012,2024-09-17,2024-09-27,กำลังขนส่ง,6380.95,8655.88,รถบรรทุก,นงลักษณ์ รักษ์ดี,ฉฉ-6132 สข
SHP-009312,WH-008,CUS-0119,CRP-015,2021-07-10,2021-07-11,จัดส่งแล้ว,21765.11,44610.4,เรือ,นิตยา พิมพา,งง-7322 กทม
SHP-009313,WH-014,CUS-0064,CRP-007,2021-11-16,,รอดำเนินการ,21014.9,41768.59,รถบรรทุก,เกษม เจริญสุข,กก-2209 ขก
SHP-009314,WH-003,CUS-0013,CRP-001,2022-08-09,2022-08-18,จัดส่งแล้ว,12685.84,27907.62,รถบรรทุก,สุนิสา พลัง,งง-8026 ขก
SHP-009315,WH-009,CUS-0030,CRP-004,2024-02-27,2024-03-07,จัดส่งแล้ว,25008.68,35604.9,รถไฟ,บุญมา สาระ,กก-3412 ขก
SHP-009316,WH-002,CUS-0117,CRP-010,2022-05-30,,รอดำเนินการ,18728.4,19162.26,รถบรรทุก,อาทิตย์ สาระ,งง-1474 ชม
SHP-009317,WH-010,CUS-0184,CRP-005,2025-02-08,2025-02-20,จัดส่งแล้ว,28668.72,57853.49,รถไฟ,สุนิสา ดวงดี,ชช-3150 สข
SHP-009318,WH-013,CUS-0041,CRP-012,2023-04-18,2023-04-27,จัดส่งแล้ว,25485.11,17680.03,เรือ,นงลักษณ์ โชคดี,ชช-7525 กทม
SHP-009319,WH-015,CUS-0019,CRP-001,2024-09-16,2024-09-28,จัดส่งแล้ว,10020.32,6750.13,รถไฟ,มณีรัตน์ มั่งมี,งง-7150 สง
SHP-009320,WH-004,CUS-0154,CRP-006,2025-03-13,2025-03-22,จัดส่งแล้ว,1450.38,1049.76,รถไฟ,สมพงษ์ บุญมา,ฉฉ-1176 สง
SHP-009321,WH-012,CUS-0085,CRP-007,2023-07-30,2023-08-04,จัดส่งแล้ว,10821.38,24901.02,เรือ,ประสิทธิ์ ศรีสุข,งง-1579 สง
SHP-009322,WH-009,CUS-0099,CRP-012,2023-04-26,2023-04-30,จัดส่งแล้ว,18185.07,11227.52,รถไฟ,อนันต์ บุญมา,กก-1757 ชม
SHP-009323,WH-010,CUS-0125,CRP-001,2023-04-04,2023-04-05,จัดส่งแล้ว,11508.74,11041.99,รถบรรทุก,นิตยา ทรัพย์มา,ขข-5403 สง
SHP-009324,WH-003,CUS-0039,CRP-013,2024-11-17,2024-11-25,จัดส่งแล้ว,11100.88,8986.86,รถบรรทุก,ชัยวัฒน์ ดำรง,ขข-1018 กทม
SHP-009325,WH-010,CUS-0180,CRP-006,2022-02-06,2022-02-20,ยกเลิก,15376.47,7824.4,รถบรรทุก,เกษม ดาวเรือง,กก-5885 สง
SHP-009326,WH-007,CUS-0050,CRP-004,2025-05-21,2025-05-23,จัดส่งแล้ว,10189.71,22665.12,รถบรรทุก,สมพงษ์ ทองแดง,งง-7669 กทม
SHP-009327,WH-009,CUS-0190,CRP-011,2025-06-17,2025-06-21,จัดส่งแล้ว,24295.05,56667.14,รถบรรทุก,นฤมล สาระ,ฉฉ-5322 สง
SHP-009328,WH-014,CUS-0197,CRP-013,2024-05-14,2024-05-26,จัดส่งแล้ว,28491.68,59789.75,เรือ,ยุทธนา ทองแดง,ฉฉ-7506 ขก
SHP-009329,WH-014,CUS-0193,CRP-004,2025-08-11,2025-08-15,กำลังขนส่ง,4361.82,10139.12,รถบรรทุก,ทองสุข รักษ์ดี,ขข-2501 สง
SHP-009330,WH-009,CUS-0029,CRP-009,2022-07-27,,รอดำเนินการ,3763.66,4193.97,เรือ,กิตติ พันธ์ดี,ฉฉ-1467 สง
SHP-009331,WH-013,CUS-0197,CRP-007,2022-04-24,2022-04-29,จัดส่งแล้ว,9750.29,16069.41,เรือ,สมพงษ์ ดวงดี,ขข-9508 สข
SHP-009332,WH-009,CUS-0042,CRP-003,2025-04-08,,รอดำเนินการ,18921.54,30205.16,รถบรรทุก,ปิยะ ดาวเรือง,กก-6359 สง
SHP-009333,WH-002,CUS-0113,CRP-013,2022-01-01,,รอดำเนินการ,12669.35,20189.76,รถไฟ,สมบัติ สีทอง,ชช-1639 ชม
SHP-009334,WH-007,CUS-0117,CRP-004,2024-09-11,2024-09-17,จัดส่งแล้ว,28478.29,19558.41,รถไฟ,บุญมา ศรีสุข,ฉฉ-4081 สง
SHP-009335,WH-005,CUS-0029,CRP-008,2022-03-17,2022-03-28,จัดส่งแล้ว,2085.47,2130.17,รถบรรทุก,ลัดดา มงคล,งง-9671 ขก
SHP-009336,WH-014,CUS-0189,CRP-011,2025-07-06,2025-07-10,จัดส่งแล้ว,27837.0,35644.64,รถบรรทุก,มาลี เกษตรดี,ฉฉ-4174 สข
SHP-009337,WH-005,CUS-0194,CRP-013,2025-01-05,2025-01-14,จัดส่งแล้ว,24838.08,60677.73,รถบรรทุก,ชาญชัย สมบูรณ์,ชช-6628 สง
SHP-009338,WH-008,CUS-0126,CRP-007,2021-04-30,2021-05-11,กำลังขนส่ง,10247.61,21863.73,รถบรรทุก,วิชัย แสงงาม,กก-3210 ชม
SHP-009339,WH-006,CUS-0070,CRP-001,2024-08-03,2024-08-11,จัดส่งแล้ว,6872.24,9607.4,รถบรรทุก,สุนิสา สาระ,กก-7763 กทม
SHP-009340,WH-004,CUS-0151,CRP-012,2025-04-01,2025-04-06,จัดส่งแล้ว,21377.42,20646.52,เรือ,สมพงษ์ พิมพา,งง-1323 กทม
SHP-009341,WH-012,CUS-0088,CRP-005,2024-06-22,2024-06-26,จัดส่งแล้ว,1913.55,1530.03,รถไฟ,นภา บุญมา,กก-4290 สข
SHP-009342,WH-010,CUS-0039,CRP-014,2024-04-05,2024-04-11,จัดส่งแล้ว,6292.88,12533.81,รถบรรทุก,นภา พันธ์ดี,งง-6813 ขก
SHP-009343,WH-015,CUS-0024,CRP-013,2021-02-04,2021-02-12,กำลังขนส่ง,25754.28,61145.16,รถบรรทุก,สมหญิง ฤทธิ์ไกร,งง-3357 สข
SHP-009344,WH-014,CUS-0177,CRP-008,2021-12-17,2021-12-27,จัดส่งแล้ว,27622.16,52713.15,เรือ,ปิยะ เพชรดี,ชช-1222 กทม
SHP-009345,WH-011,CUS-0095,CRP-010,2024-12-09,2024-12-14,จัดส่งแล้ว,3733.16,2091.33,รถบรรทุก,เอกชัย วงศ์งาม,ชช-4493 กทม
SHP-009346,WH-015,CUS-0006,CRP-008,2022-12-13,2022-12-22,จัดส่งแล้ว,15822.49,28187.35,รถบรรทุก,ประสิทธิ์ ชูชื่น,ขข-2306 สง
SHP-009347,WH-002,CUS-0014,CRP-007,2024-06-14,,รอดำเนินการ,12782.95,17368.2,รถบรรทุก,ฉัตรชัย ศรีสุข,ฉฉ-4562 สข
SHP-009348,WH-011,CUS-0121,CRP-010,2024-06-30,2024-07-08,จัดส่งแล้ว,28942.81,36471.69,รถไฟ,อนันต์ เพชรดี,งง-9336 สข
SHP-009349,WH-012,CUS-0040,CRP-002,2025-07-17,2025-07-28,จัดส่งแล้ว,10893.24,8206.63,รถบรรทุก,วีระ ดำรง,ฉฉ-4456 สข
SHP-009350,WH-008,CUS-0181,CRP-002,2022-10-22,2022-10-24,จัดส่งแล้ว,7316.54,14118.94,เรือ,เกษม ใจดี,ฉฉ-2834 ขก
SHP-009351,WH-005,CUS-0197,CRP-014,2023-11-06,2023-11-13,กำลังขนส่ง,23280.53,31018.05,เรือ,สุชาติ ดีงาม,ชช-9696 ขก
SHP-009352,WH-008,CUS-0138,CRP-006,2021-10-10,2021-10-24,จัดส่งแล้ว,759.93,1302.27,รถบรรทุก,วิทยา รุ่งโรจน์,ฉฉ-2173 ขก
SHP-009353,WH-014,CUS-0152,CRP-010,2025-05-09,2025-05-12,จัดส่งแล้ว,14329.54,20391.03,เรือ,สุชาติ ศรีสุข,งง-2131 ขก
SHP-009354,WH-014,CUS-0022,CRP-009,2023-02-04,,รอดำเนินการ,7835.45,12699.95,รถบรรทุก,วิทยา แสงงาม,กก-2934 ชม
SHP-009355,WH-002,CUS-0089,CRP-002,2024-07-22,,รอดำเนินการ,27631.7,30262.89,รถบรรทุก,สมชาย บุญมา,กก-9850 ชม
SHP-009356,WH-010,CUS-0164,CRP-004,2025-05-02,2025-05-05,จัดส่งแล้ว,19079.2,16196.01,รถบรรทุก,สุนิสา มีสุข,ขข-4269 สข
SHP-009357,WH-012,CUS-0034,CRP-004,2025-09-17,2025-09-19,กำลังขนส่ง,11225.11,26250.25,รถบรรทุก,ทองสุข ดำรง,งง-9770 สข
SHP-009358,WH-013,CUS-0143,CRP-004,2022-05-24,2022-05-31,จัดส่งแล้ว,21676.23,25223.17,รถบรรทุก,ชัยวัฒน์ ฤทธิ์ไกร,ชช-1932 สข
SHP-009359,WH-002,CUS-0094,CRP-003,2022-03-30,2022-04-11,จัดส่งแล้ว,26436.79,65074.8,รถบรรทุก,เกษม ดีงาม,ชช-6730 สง
SHP-009360,WH-013,CUS-0022,CRP-009,2025-02-18,2025-02-27,กำลังขนส่ง,662.45,722.85,รถไฟ,ธวัช รักษ์ดี,ชช-9175 ชม
SHP-009361,WH-015,CUS-0173,CRP-011,2021-12-02,2021-12-07,จัดส่งแล้ว,2225.75,4585.52,รถบรรทุก,สมหญิง เจริญสุข,กก-6703 ชม
SHP-009362,WH-004,CUS-0046,CRP-010,2024-09-16,2024-09-20,จัดส่งแล้ว,11487.17,7598.5,รถบรรทุก,เกษม โชคดี,กก-4502 สข
SHP-009363,WH-001,CUS-0140,CRP-001,2022-07-28,2022-08-06,จัดส่งแล้ว,13970.18,23386.25,รถไฟ,ทองสุข มงคล,ชช-4452 สง
SHP-009364,WH-005,CUS-0184,CRP-009,2025-04-29,2025-05-12,จัดส่งแล้ว,14044.55,26905.44,รถบรรทุก,นภา มีสุข,งง-3822 สข
SHP-009365,WH-011,CUS-0080,CRP-001,2023-12-17,2023-12-19,ยกเลิก,22978.93,39499.71,รถไฟ,เอกชัย พันธ์ดี,ขข-7262 ชม
SHP-009366,WH-006,CUS-0021,CRP-010,2024-02-11,2024-02-15,จัดส่งแล้ว,21369.81,46424.22,รถบรรทุก,จักรกฤษณ์ ดวงดี,ชช-1146 สง
SHP-009367,WH-002,CUS-0126,CRP-014,2021-09-01,2021-09-10,จัดส่งแล้ว,3316.49,2445.75,รถไฟ,ศิริ สมบูรณ์,ขข-3297 สง
SHP-009368,WH-010,CUS-0013,CRP-010,2024-05-08,2024-05-15,จัดส่งแล้ว,26911.84,15210.56,รถบรรทุก,ธนกร พิมพา,ขข-6089 ขก
SHP-009369,WH-010,CUS-0072,CRP-013,2021-12-02,2021-12-10,จัดส่งแล้ว,18208.26,22617.73,รถบรรทุก,ลัดดา บุญมา,งง-2795 สง
SHP-009370,WH-006,CUS-0015,CRP-007,2021-04-16,2021-04-19,จัดส่งแล้ว,19083.6,12345.96,รถบรรทุก,สุดา มงคล,ขข-9136 สง
SHP-009371,WH-011,CUS-0121,CRP-004,2023-07-03,2023-07-08,จัดส่งแล้ว,27992.36,57564.85,เรือ,ณรงค์ สีทอง,ชช-6943 สข
SHP-009372,WH-012,CUS-0156,CRP-011,2022-12-28,2023-01-11,จัดส่งแล้ว,7736.46,5952.72,เรือ,ฉัตรชัย โชคดี,งง-4348 กทม
SHP-009373,WH-015,CUS-0032,CRP-010,2022-04-23,2022-04-30,จัดส่งแล้ว,22639.15,33168.28,รถบรรทุก,เกษม ดวงดี,งง-9700 สข
SHP-009374,WH-008,CUS-0008,CRP-007,2025-04-13,2025-04-15,จัดส่งแล้ว,9990.04,16505.99,เรือ,วีระ เจริญสุข,ขข-4556 ชม
SHP-009375,WH-011,CUS-0123,CRP-006,2024-04-24,,รอดำเนินการ,20511.52,38401.95,เรือ,สมบัติ ทองดี,กก-6206 สข
SHP-009376,WH-015,CUS-0101,CRP-013,2022-09-27,2022-10-05,จัดส่งแล้ว,18475.85,39485.89,เรือ,พิชัย ใจดี,งง-6651 สข
SHP-009377,WH-005,CUS-0080,CRP-006,2022-03-10,2022-03-17,จัดส่งแล้ว,17618.21,20229.53,รถบรรทุก,ปรียา สาระ,ชช-5259 สข
SHP-009378,WH-001,CUS-0155,CRP-003,2023-09-08,2023-09-10,ยกเลิก,4667.6,4457.95,รถบรรทุก,ชาญชัย มงคล,ฉฉ-9005 กทม
SHP-009379,WH-003,CUS-0010,CRP-015,2025-04-30,2025-05-09,จัดส่งแล้ว,8518.82,19128.82,รถบรรทุก,สมหญิง บุญมา,ฉฉ-6783 ขก
SHP-009380,WH-002,CUS-0167,CRP-001,2023-05-14,2023-05-21,จัดส่งแล้ว,12943.01,10902.67,เรือ,ธนกร รุ่งโรจน์,กก-8907 สข
SHP-009381,WH-006,CUS-0086,CRP-003,2021-10-07,2021-10-09,กำลังขนส่ง,24534.9,17334.04,รถบรรทุก,ปรียา ดำรง,ฉฉ-9664 กทม
SHP-009382,WH-014,CUS-0199,CRP-015,2022-03-15,2022-03-21,จัดส่งแล้ว,16222.15,9438.36,เรือ,สมหญิง สาระ,ขข-4577 กทม
SHP-009383,WH-013,CUS-0094,CRP-010,2024-09-14,2024-09-22,จัดส่งแล้ว,19916.96,27193.17,เรือ,ปราณี ทองแดง,กก-5612 สข
SHP-009384,WH-001,CUS-0012,CRP-002,2022-11-04,2022-11-09,จัดส่งแล้ว,26112.11,39353.21,รถบรรทุก,ธนกร รุ่งโรจน์,ชช-3962 สง
SHP-009385,WH-011,CUS-0051,CRP-010,2021-08-06,2021-08-13,กำลังขนส่ง,25573.84,34437.42,เรือ,นงลักษณ์ วงศ์งาม,กก-6321 ชม
SHP-009386,WH-009,CUS-0121,CRP-003,2022-11-02,2022-11-09,จัดส่งแล้ว,8818.1,17913.54,รถบรรทุก,ปิยะ ฤทธิ์ไกร,งง-2965 กทม
SHP-009387,WH-012,CUS-0198,CRP-014,2024-05-01,2024-05-09,กำลังขนส่ง,12215.3,30480.89,รถไฟ,มณีรัตน์ บุญมา,ขข-2974 สข
SHP-009388,WH-012,CUS-0187,CRP-013,2025-04-29,2025-05-10,จัดส่งแล้ว,4637.48,2933.86,รถบรรทุก,ประสิทธิ์ มั่งมี,กก-3291 ขก
SHP-009389,WH-003,CUS-0146,CRP-015,2025-11-18,2025-11-23,จัดส่งแล้ว,26938.04,16780.75,รถไฟ,สมพงษ์ ดีงาม,ชช-4363 สง
SHP-009390,WH-011,CUS-0161,CRP-010,2022-12-30,2023-01-03,กำลังขนส่ง,10659.43,11434.85,รถบรรทุก,จันทร์ บุญมา,งง-2956 กทม
SHP-009391,WH-012,CUS-0147,CRP-015,2023-05-16,,รอดำเนินการ,12653.72,10541.28,รถบรรทุก,ณรงค์ มีสุข,งง-3975 สง
SHP-009392,WH-004,CUS-0164,CRP-002,2025-11-03,2025-11-12,จัดส่งแล้ว,23423.27,27530.65,รถบรรทุก,นฤมล สีทอง,กก-6588 สข
SHP-009393,WH-006,CUS-0154,CRP-012,2023-09-12,2023-09-16,จัดส่งแล้ว,29218.51,67381.04,รถบรรทุก,ธนกร ทองดี,กก-5867 สง
SHP-009394,WH-014,CUS-0094,CRP-007,2022-12-27,2022-12-28,จัดส่งแล้ว,25303.36,24021.15,เรือ,กิตติ พิมพา,ฉฉ-1023 สง
SHP-009395,WH-002,CUS-0043,CRP-013,2022-05-26,2022-06-02,จัดส่งแล้ว,11362.43,24515.74,เรือ,สมพงษ์ ทองแดง,ขข-9077 ขก
SHP-009396,WH-008,CUS-0004,CRP-011,2023-05-17,2023-05-19,จัดส่งแล้ว,8656.36,20565.25,เรือ,นภา บุญมา,ฉฉ-3341 สข
SHP-009397,WH-005,CUS-0190,CRP-009,2025-04-30,2025-05-09,จัดส่งแล้ว,20316.13,43609.9,รถบรรทุก,ธนกร พันธ์ดี,กก-9528 ขก
SHP-009398,WH-010,CUS-0045,CRP-010,2023-08-23,2023-09-05,จัดส่งแล้ว,21948.67,42081.95,เรือ,อาทิตย์ พันธ์ดี,ชช-5342 ชม
SHP-009399,WH-008,CUS-0034,CRP-005,2024-03-02,2024-03-05,จัดส่งแล้ว,8223.17,11917.89,รถไฟ,กิตติ บุญมา,กก-7469 กทม
SHP-009400,WH-004,CUS-0079,CRP-014,2023-10-31,,รอดำเนินการ,23197.16,28788.82,รถบรรทุก,ดวงดาว สาระ,ชช-9181 สง
SHP-009401,WH-013,CUS-0117,CRP-011,2025-06-30,,รอดำเนินการ,21923.01,41864.7,รถบรรทุก,สมชาย ใจดี,ชช-7066 กทม
SHP-009402,WH-015,CUS-0101,CRP-015,2021-07-23,2021-07-24,จัดส่งแล้ว,25695.41,29668.65,รถบรรทุก,สมหญิง พิมพา,ชช-6370 ขก
SHP-009403,WH-014,CUS-0156,CRP-002,2022-06-01,2022-06-09,จัดส่งแล้ว,10643.35,9635.62,รถไฟ,นภา ดวงดี,ขข-7104 สง
SHP-009404,WH-007,CUS-0177,CRP-008,2023-01-10,2023-01-23,จัดส่งแล้ว,13067.0,31041.43,รถบรรทุก,จักรกฤษณ์ รุ่งโรจน์,กก-1454 สง
SHP-009405,WH-014,CUS-0124,CRP-003,2024-11-27,2024-12-05,กำลังขนส่ง,25292.85,37367.34,รถบรรทุก,วิทยา ชูชื่น,กก-6854 ขก
SHP-009406,WH-004,CUS-0008,CRP-006,2025-07-07,2025-07-11,กำลังขนส่ง,21651.47,28047.53,รถไฟ,จักรกฤษณ์ มั่งมี,ฉฉ-2159 ขก
SHP-009407,WH-001,CUS-0040,CRP-012,2025-03-06,2025-03-11,จัดส่งแล้ว,10309.76,7171.44,รถไฟ,ปรียา มีสุข,ขข-5133 ชม
SHP-009408,WH-007,CUS-0161,CRP-011,2022-12-01,2022-12-15,กำลังขนส่ง,5532.27,9411.71,รถบรรทุก,ลัดดา แสงงาม,ชช-6250 กทม
